state,sa4,age,sex,atsi,education,lfs,count,areasqkm_2016,population,density
Victoria,Melbourne - North West,55-59 years,Female,ATSI (any),Degree-level or higher,"Employed, any",6,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",18,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1257,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",48,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4531,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",251,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Not stated,Degree-level or higher,"Employed, any",8,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",34,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,ATSI (any),Degree-level or higher,"Employed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",12,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",782,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",59,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",3603,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",229,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Not stated,Degree-level or higher,"Employed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",31,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,ATSI (any),Degree-level or higher,"Employed, any",6,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",10,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",642,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",23,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2716,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",162,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Not stated,Degree-level or higher,"Employed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",16,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,60-64 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - Outer East,25-29 years,Male,ATSI (any),Degree-level or higher,"Employed, any",4,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",62,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",6,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",3680,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",168,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",8813,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",511,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Not stated,Degree-level or higher,"Employed, any",10,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",41,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,ATSI (any),Degree-level or higher,"Employed, any",16,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",49,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",6,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",5457,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",203,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5968,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",354,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Not stated,Degree-level or higher,"Employed, any",23,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",36,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,ATSI (any),Degree-level or higher,"Employed, any",7,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",41,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",4908,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",154,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",8682,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",367,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Not stated,Degree-level or higher,"Employed, any",14,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",50,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,ATSI (any),Degree-level or higher,"Employed, any",14,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",27,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",6339,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",246,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5711,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",299,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Not stated,Degree-level or higher,"Employed, any",13,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",27,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,ATSI (any),Degree-level or higher,"Employed, any",4,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",43,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",5103,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",95,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",8758,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",350,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Not stated,Degree-level or higher,"Employed, any",9,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",37,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,ATSI (any),Degree-level or higher,"Employed, any",9,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",35,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",6056,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",225,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5735,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",333,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Not stated,Degree-level or higher,"Employed, any",16,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",17,1878.5576,499608,265.95298435352737
Victoria,Melbourne - Outer East,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1878.5576,499608,265.95298435352737
